[16:04:38] [Client thread/INFO]: Setting user: Player263
[16:04:38] [Client thread/INFO]: (Session ID is token:0:Player263)
[16:04:41] [Client thread/INFO]: LWJGL Version: 2.9.4
[16:04:41] [Client thread/INFO]: Reloading ResourceManager: Default
[16:04:41] [Client thread/ERROR]: Couldn't initialize twitch stream
[16:04:41] [Sound Library Loader/INFO]: Starting up SoundSystem...
[16:04:42] [Thread-6/INFO]: Initializing LWJGL OpenAL
[16:04:42] [Thread-6/INFO]: (The LWJGL binding of OpenAL.  For more information, see http://www.lwjgl.org)
[16:04:42] [Thread-6/INFO]: OpenAL initialized.
[16:04:42] [Sound Library Loader/INFO]: Sound engine started
[16:04:43] [Client thread/INFO]: Created: 512x512 textures-atlas
[16:04:49] [Server thread/INFO]: Starting integrated minecraft server version 1.8.8
[16:04:49] [Server thread/INFO]: Generating keypair
[16:04:49] [Server thread/INFO]: Preparing start region for level 0
[16:04:50] [Server thread/INFO]: Player263[local:E:1079cae8] logged in with entity id 386 at (-409.3130543718529, 71.0, 18.89878758869984)
[16:04:50] [Server thread/INFO]: Player263 joined the game
[16:05:00] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577100603
[16:05:00] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577100704
[16:05:00] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577100753
[16:05:00] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577100804
[16:05:00] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577100854
[16:05:00] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577100903
[16:05:00] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577100953
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101070
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101120
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101170
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101220
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101270
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101320
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101371
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101420
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101470
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101519
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101637
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101689
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101787
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101837
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101886
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101937
[16:05:01] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577101987
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102037
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102086
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102137
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102253
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102304
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102354
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102403
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102453
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102503
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102554
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102603
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102654
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102704
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102753
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102854
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102904
[16:05:02] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577102970
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103020
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103071
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103120
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103198
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103320
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103370
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103420
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103470
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103520
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103570
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103620
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103670
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103720
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103770
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103936
[16:05:03] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577103987
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104037
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104087
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104137
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104187
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104237
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104287
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104337
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104387
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104437
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104487
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104537
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104587
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104637
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104692
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104737
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104787
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104837
[16:05:04] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577104887
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105053
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105104
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105153
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105203
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105254
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105303
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105354
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105403
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105453
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105503
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105553
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105603
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105653
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105704
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105753
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105804
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105854
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105903
[16:05:05] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577105954
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106053
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106103
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106154
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106204
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106253
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106303
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106354
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106403
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106454
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106570
[16:05:06] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577106623
[16:05:07] [Server thread/INFO]: <Player263> sdfdsf
[16:05:07] [Client thread/INFO]: [CHAT] <Player263> sdfdsf
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107320
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107370
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107420
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107470
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107520
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107570
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107620
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107670
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107720
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107770
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107820
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107870
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107921
[16:05:07] [Client thread/INFO]: [CHAT] [§5ETHIC§f] > PACKET: 1531577107970
[16:05:13] [Server thread/INFO]: Saving and pausing game...
[16:05:13] [Server thread/INFO]: Saving chunks for level 'mcpworld'/Overworld
[16:05:13] [Server thread/INFO]: Saving chunks for level 'mcpworld'/Nether
[16:05:13] [Server thread/INFO]: Saving chunks for level 'mcpworld'/The End
[16:05:14] [Server thread/INFO]: Stopping server
[16:05:14] [Server thread/INFO]: Saving players
[16:05:14] [Server thread/INFO]: Saving worlds
[16:05:14] [Server thread/INFO]: Saving chunks for level 'mcpworld'/Overworld
[16:05:14] [Server thread/INFO]: Saving chunks for level 'mcpworld'/Nether
[16:05:14] [Server thread/INFO]: Saving chunks for level 'mcpworld'/The End
[16:05:15] [Client thread/INFO]: Stopping!
[16:05:15] [Client thread/INFO]: SoundSystem shutting down...
[16:05:16] [Client thread/WARN]: Author: Paul Lamb, www.paulscode.com
